Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,person_id,qw,qx,qy,qz,roll,pitch,yaw,bgx,bgy,bgz,acc_lin_x,acc_lin_y,acc_lin_z
6069,673057,21481,-3064,696,2496,10631,-1012,673057,-10268,24174,3196,6487,-2390,21254,673056,-18232,21080,2256,-1628,10220,24750,673056,-39,-30760,12928,3330,1370,18096,673098,1200,26744,11512,13246,8331,-14324,509,0,IMU_label_0_minheok,0.37385407492907474,0.3704303315265474,0.5649806483020259,0.6354615387167665,1.483426697263127,-0.048366677112383384,2.0337035088938547,0.0,0.0,0.0,21480.52586983461,-3073.757819964063,695.1452869734788
6070,673100,23409,-2288,344,3238,11879,-550,673100,-4812,25676,3952,9242,1830,18304,673099,-10080,21960,1616,-4544,4580,19964,673099,2073,-30224,17344,3333,-336,16436,673141,-10096,32273,-1792,2575,-3251,-9750,509,0,IMU_label_0_minheok,-0.6104596988601324,-0.5364509079037508,0.5483832626962558,0.1970664270530298,1.7712671341974318,-0.4758552364612293,-1.201470960195494,0.0,0.0,0.0,23404.50758505591,-2296.542564772123,345.7358511764305
6071,673143,23401,-2103,-1440,2514,8090,314,673143,-10300,26048,1896,7612,3542,14102,673142,-14544,24097,-1256,-5820,2730,14150,673142,-2687,-28568,13944,-1109,-3426,14836,673184,-912,29344,3840,2722,10401,-8150,509,0,IMU_label_0_minheok,-0.3787094513002967,-0.35508460485545346,-0.4977468834522761,-0.6947964557365135,1.3139273817035122,-0.11668475506011272,2.0534646362372215,0.0,0.0,0.0,23399.85830831989,-2112.4203987390542,-1442.474472050214
6072,673186,27537,-4311,-192,1704,8993,-206,673186,-8334,28710,5664,4982,3948,8128,673185,-8776,26641,-2072,-3689,-1356,8778,673185,-4623,-30352,15808,6,2604,4626,673887,-3584,32624,3072,0,4343,-1190,510,0,IMU_label_0_minheok,0.5352084095419651,0.6192755136193153,-0.514706443204192,-0.25520006644039744,1.8811471736214382,-0.23708701529564327,-1.2135643282013544,0.0,0.0,0.0,27534.696691233636,-4320.076928959754,-189.0888982139271
6073,673889,-32415,-3776,2648,-1384,1701,-248,673889,-2718,32742,932,1590,3819,-528,673888,-11728,29536,3064,-113,-660,1010,673888,1121,32696,11464,-66,53,-82,673930,-10024,28160,8264,-2978,4594,1358,510,0,IMU_label_0_minheok,0.7798570244819403,-0.05298787737768925,0.6181987018602711,0.0827385716305101,0.08521896803834962,1.337811056530428,0.278776972525663,0.0,0.0,0.0,-32405.458311140537,-3776.1927185047234,2645.7440262613186
6074,673932,32513,-3440,3776,-1374,1386,18,673932,-4332,31592,1122,-30,957,-158,673931,-12408,28688,344,20,1735,-806,673931,-271,-30992,13640,168,253,-342,673973,-3528,-30591,-4224,563,-238,684,510,0,IMU_label_0_minheok,-0.4365464188128546,-0.6039936117960751,0.5270353384387629,0.40847606192767577,1.8601231912359388,0.03328923281629766,-1.4597446928798234,0.0,0.0,0.0,32513.32639556341,-3449.3938403972,3778.796357049916
6075,673975,-31975,-3848,4248,-514,894,160,673975,-4470,-32642,946,438,353,-598,673974,-11736,32184,976,-1310,4221,-808,673974,-1399,-31896,13128,333,-449,-298,674016,-1968,-32144,2440,-940,1862,486,510,0,IMU_label_0_minheok,-0.8495592497856788,-0.11147684587771878,-0.4300928662826573,-0.28432748778392536,0.6221191219257899,0.7306943453181803,0.8906463970388655,0.0,0.0,0.0,-31968.45517042809,-3852.2559568431807,4242.065151944143
6076,674018,-30767,-3864,3192,-256,1649,-222,674018,-2068,-32519,-380,1446,3119,-36,674017,-9304,31088,5328,1401,-3189,-1190,674017,3257,32512,11456,160,1574,180,674059,-9904,29360,4504,-484,416,578,510,0,IMU_label_0_minheok,0.31582146378109904,0.4569887477792874,-0.8277240580336391,-0.07931564266024493,2.6519056866521975,-0.4671386374741184,-2.01393258401515,0.0,0.0,0.0,-30771.416261397644,-3868.118367800591,3199.726970049717
6077,674061,32513,-4544,3504,-721,-63,-456,674061,-3380,31558,3198,103,-489,-452,674060,-13760,28368,2520,-88,1675,-328,674060,-1399,-30040,15592,-136,395,-348,674102,-8984,31729,-232,-81,-2036,630,510,0,IMU_label_0_minheok,0.3166995733449217,0.22111767596880896,0.18914937607935356,-0.9027905998325906,-0.23794614652932378,0.545742608210999,-2.5336974330578452,0.0,0.0,0.0,32518.090170828338,-4542.024265893427,3495.8540181745266
6078,674104,-32527,-3264,3336,-326,110,154,674104,-4422,-32596,708,299,-701,-506,674103,-10024,31304,1840,-1012,5909,-772,674103,-1439,-31704,12392,-97,-1630,322,674145,-2456,-32568,1928,-538,2304,728,510,0,IMU_label_0_minheok,0.569188406698479,0.12129466832948234,0.8051737498025656,0.1140499616122821,2.36282513627408,1.0949903376696484,2.352282588108685,0.0,0.0,0.0,-32518.2826351912,-3267.1551828286397,3339.1973045414315
6079,674147,-31759,-4392,1592,-364,153,-44,674147,-3398,32172,1198,1498,3417,-630,674146,-10784,29728,3176,364,2019,-934,674146,1105,-32024,12296,686,2477,-958,674188,-6296,29336,4528,-2970,6798,4038,510,0,IMU_label_0_minheok,-0.04174750402992362,-0.6051795711943821,0.3207984024214722,0.727394815433879,1.4520816156849161,1.0229032671348415,-2.102360094451957,0.0,0.0,0.0,-31750.628809183116,-4397.072231430995,1591.3950067436365
6080,674190,30849,-4400,2128,-1131,-2579,-24,674190,-1940,31998,4596,-1057,-3617,-3728,674189,-12016,28464,2872,254,1821,-4244,674189,-2183,-29656,15680,115,-2697,-2076,674231,-8744,31168,3720,-1931,-6330,3590,510,0,IMU_label_0_minheok,0.05541701404194161,0.6582567741080824,-0.24750447283051807,0.708779591850939,-1.5316680288518745,-1.288972635595496,-2.0460572726222424,0.0,0.0,0.0,30839.580223783454,-4397.274781109259,2127.893312370629
6081,674233,32601,-4496,1128,-603,-1228,1316,674233,-6620,-32480,1428,2500,6825,-2694,674232,-8352,31025,-4256,3292,2613,-7212,674232,2041,32120,11488,689,-3061,-1528,674274,-1112,-31751,-1864,-3334,4186,6270,510,0,IMU_label_0_minheok,-0.4388529882012895,0.3035785256925129,-0.7293687942271754,-0.42809963267066153,2.1771127638825067,1.1199876475588701,-2.9869796962520585,0.0,0.0,0.0,32609.826917223738,-4499.511097841887,1130.4347707268773
6082,674276,28801,-6280,320,-2551,-5841,-644,674276,-7164,28044,9546,-6017,-7051,-9652,674275,-13712,28280,4856,1273,-2339,-8760,674275,-4351,-27120,18464,-1492,21,-8834,674317,-4880,29712,5160,-6416,4104,9106,510,0,IMU_label_0_minheok,-0.5939436877142893,-0.1374972620748692,0.5896662376600118,-0.5297349591164924,-1.0465708721123048,-1.0086842056854115,2.0732121464824877,0.0,0.0,0.0,28792.702286560987,-6275.475188361709,317.38381660724485
6083,674319,27905,-3616,1256,-5021,-4734,842,674319,-4932,31304,5986,-892,4731,-8530,674318,-13600,25032,1688,9329,-7539,-13120,674318,1689,32456,11928,195,-6291,-8372,674360,-5288,29496,2120,-5786,512,11240,510,0,IMU_label_0_minheok,0.3578099874493356,0.1376693918444939,0.8120961268215681,0.43990798155077937,1.9844576352923071,0.4780272752685939,2.490090801916349,0.0,0.0,0.0,27909.5113383063,-3623.9729447501118,1259.5000518453714
6084,674362,28489,-4280,344,-4847,-4088,710,674362,-8632,23301,-218,-5904,239,-15486,674361,-14608,24832,4728,4283,-6505,-17516,674361,-1591,-27064,17160,-1578,949,-13908,674403,-1792,-30256,4352,-8151,-1450,10724,510,0,IMU_label_0_minheok,0.5814893467541572,0.10255088517312141,-0.5659620901322757,0.5753610762770964,-1.0043419520044963,-0.8886311156859056,2.0715935794237303,0.0,0.0,0.0,28481.387985817906,-4274.782856118266,340.6820135576882
6085,674405,28225,-232,1752,-6699,-10718,44,674405,-2642,-30654,4256,-873,-3723,-13300,674404,-14520,25136,5680,4793,-7239,-17554,674404,8409,31232,7312,-768,995,-12698,674446,-1616,29976,4512,-6322,3660,11004,510,0,IMU_label_0_minheok,-0.42296304821948394,0.17853755990309952,-0.8028505559620762,-0.3803387757461957,2.2255191152683635,0.9526631896655023,3.0810558665024215,0.0,0.0,0.0,28232.992044652947,-236.50792885468144,1755.4606623540776
6086,674448,30201,-4135,-1264,-4175,-5262,148,674448,-8618,28237,-744,-8089,-3055,-15560,674447,-14816,24992,3840,-1377,-349,-17892,674447,7001,-32576,16864,2293,-3463,-11948,674489,-784,-30752,3096,-7253,-9412,9744,510,0,IMU_label_0_minheok,-0.5156977369983374,-0.050069488475558366,0.5516568429418657,-0.6536234527723154,-1.0474287725612197,-0.6872703152569268,2.213181072664537,0.0,0.0,0.0,30194.77837140562,-4128.4343472376095,-1267.788657500994
6087,674491,28464,673,-2992,-1691,-10636,1948,674491,-7844,28160,2304,-1399,-1067,-16472,674490,-16856,24408,2888,8706,4047,-19008,674490,6073,-29888,11512,-4650,5483,-12368,674532,-3896,30360,8640,-5864,3876,10916,510,0,IMU_label_0_minheok,0.6399790216304405,-0.4577765586410475,0.6160860391590304,0.03613124112234985,-1.8888372634019477,0.9642898742791169,-1.1395443246901844,0.0,0.0,0.0,28472.05757858065,678.3094662504368,-2990.252035533933
6088,674534,26705,-3175,-72,-3549,-13005,-1722,674534,-13386,24980,5384,-7208,3915,-19402,674533,-20960,19905,-96,-3070,551,-18926,674533,6513,31912,12176,-943,-669,-14744,674575,3464,32120,1992,-5093,-7700,8964,510,0,IMU_label_0_minheok,0.4792894387285744,-0.21397919790871145,-0.6753146635924088,0.5181164366459191,-1.5748564075637352,-0.439635984344146,2.089980176938408,0.0,0.0,0.0,26700.826190780666,-3166.125970323465,-71.96397052479495
6089,674577,29329,-3807,-3016,147,-1070,1124,674577,-6880,28404,9210,-342,5837,-19474,674576,-20072,24472,584,6519,-1059,-21670,674576,8249,-27568,14032,-4566,2237,-11838,674618,-3552,28072,11304,-6753,-390,10118,510,0,IMU_label_0_minheok,-0.7846065182964131,-0.09962238124582969,-0.16881767962541244,0.5881909414871862,-0.04575175986499303,0.39207292942246097,-1.2956587708479468,0.0,0.0,0.0,29332.74716870487,-3806.5855187952116,-3025.053028015566
6090,674620,28400,969,-2912,-2483,-11017,-2424,674620,-19292,28696,1650,-5946,7015,-19992,674619,-24376,18977,-1024,-4851,-3757,-18244,674619,10041,-32728,11496,403,-2987,-11958,674661,9840,-32760,4944,-4666,110,7708,510,0,IMU_label_0_minheok,-0.06578766012592636,0.7642228010940958,0.5995300748215839,0.22847140619227566,2.9485274835723922,-0.4423776895563165,1.3739742807203958,0.0,0.0,0.0,28395.80187632434,967.29954553538,-2903.302034925333
6091,674663,29745,-8647,-1912,1303,-3186,888,674663,-14322,22460,1164,-9515,-9315,-18402,674662,-27192,26505,-136,4170,5631,-20178,674662,8441,-28400,20592,-2500,1225,-10676,674704,-1488,28544,11616,-7107,-4856,7754,510,0,IMU_label_0_minheok,0.19820264611567096,0.3517727487055362,-0.031319215076585596,-0.9143252982980861,0.25633071899978715,0.6826538184161026,-2.6231543940285533,0.0,0.0,0.0,29751.18656775437,-8648.929129674323,-1919.3603819427212
6092,674706,30096,3481,-5104,-1731,-7051,-1810,674706,-14980,28190,6902,-4196,8729,-21042,674705,-22944,15545,-1312,2462,4765,-18574,674705,9545,-31512,6088,-2015,-5189,-8880,674747,9464,-31824,9528,-3995,-530,7278,510,0,IMU_label_0_minheok,-0.1666416774488083,-0.8950829551897116,0.10941058462862639,-0.3988563383439237,2.81657603863114,-0.8487937388874878,-0.09536612073943185,0.0,0.0,0.0,30088.64026856495,3478.9304238060618,-5097.858209397585
6093,674749,31745,-9519,-3208,1069,-2116,1586,674749,-28182,19406,944,-5839,-2949,-16908,674748,-26568,17032,6248,1143,-1307,-20408,674748,11433,-28160,18632,-2312,2559,-10324,674790,2904,30928,14960,-4916,262,8322,510,0,IMU_label_0_minheok,0.6321813481189997,-0.32869165067312744,0.47538691449452847,0.5160579651508063,0.22241199988494023,1.2235382201041545,1.5255797060354264,0.0,0.0,0.0,31754.221284881187,-9519.736174877631,-3211.2552013627487
6094,674792,30464,1881,-5288,265,-3178,18,674792,-14556,25734,7054,-1515,-1543,-19802,674791,-27088,16776,7152,927,-1085,-20254,674791,15073,-30896,7672,-5040,3751,-9170,674833,6496,32576,5568,-3033,-1240,7036,510,0,IMU_label_0_minheok,0.5177042806967672,0.5588984479877245,-0.5700603672607655,0.3076458682701213,2.4489184871336382,-1.205816554909933,-1.1035549594712055,0.0,0.0,0.0,30454.839304411402,1878.764723147573,-5285.306381996546
6095,674835,29185,-8847,-4072,-53,-3940,864,674835,-26244,19352,10176,-4110,4737,-17928,674834,-24520,16513,-3184,2397,-1155,-20802,674834,13313,-28928,10992,-2470,671,-8846,674876,4312,29384,10424,-3445,-404,6390,510,0,IMU_label_0_minheok,-0.6023113869566353,0.18537930374581083,-0.6433260147708713,-0.4347265181744974,1.2719207187191772,1.2114979781185806,2.1957282551798274,0.0,0.0,0.0,29194.180434272275,-8850.295324929855,-4073.015305078078
6096,674878,-32719,-2575,-7936,-1326,3074,504,674878,-23480,23188,6710,-7665,-3329,-18832,674877,31904,13201,-72,2444,4899,-16452,674877,17273,-29216,10064,-845,-2013,-7954,674919,10880,29736,11720,-3119,-2474,4928,510,0,IMU_label_0_minheok,0.7033564382842061,0.5400991776304065,-0.42303562840869463,-0.18607379220076978,1.506919416749598,-0.40508084230264985,-0.897871067567109,0.0,0.0,0.0,-32722.864732720944,-2583.994621673674,-7936.575331352909
6097,674921,32217,-5599,-6296,-841,-3906,334,674921,-22836,20630,8906,-7364,3155,-18454,674920,-30264,14897,-2248,6244,3391,-19006,674920,16785,-28552,11120,319,-3589,-6638,674962,6416,29648,11232,-1281,-2036,4146,510,0,IMU_label_0_minheok,-0.26570694395013217,-0.3504657021999747,-0.7015041028594912,-0.5607723291938186,1.8027873735138162,-0.020275302698618342,2.230994345675245,0.0,0.0,0.0,32216.80118082547,-5608.541973623615,-6293.745760765898
6098,674964,-30127,-2879,-8488,464,5229,-626,674964,-30806,20340,8612,-7026,2077,-17862,674963,31672,10569,-8,3898,7891,-16124,674963,17121,-31408,11736,-87,-2211,-4186,675005,11144,32288,9952,-707,-1534,4314,510,0,IMU_label_0_minheok,0.6530583508962916,0.6076544775173075,-0.36672417110831185,-0.26416700892182926,1.5783523997345517,-0.15860415265078545,-0.9285742609903089,0.0,0.0,0.0,-30128.54886262725,-2888.6832874107477,-8487.926830981514
6099,675007,-28495,-6343,-11288,-1821,-2819,-802,675007,-24080,18996,12012,-9771,-2653,-17136,675006,31704,9873,-5384,1060,443,-15430,675006,16193,-28384,9920,651,-3291,-2020,675048,8176,29080,9104,-1553,-684,2346,510,0,IMU_label_0_minheok,-0.021382869010335835,-0.4574297701309921,-0.2634033208347694,-0.8490697667942312,0.8118917678528055,-0.8718412678213572,2.6960351408688945,0.0,0.0,0.0,-28502.5071370774,-6347.578312163311,-11292.34192755109
6100,675050,-26511,-3031,-10064,-1552,5461,-1224,675050,32730,15444,11346,-7464,5519,-13296,675049,29296,11105,-880,3788,5295,-12462,675049,15625,-28048,11160,3129,-2805,-1666,675091,7784,30640,9832,-2209,-410,2012,510,0,IMU_label_0_minheok,-0.05386619102033129,0.8516080700055678,0.10583514169419803,-0.5105497540386461,-2.7417976694407367,1.031703442876244,0.47606185564293546,0.0,0.0,0.0,-26502.58418098568,-3029.040494261786,-10059.362682693343
6101,675093,-23727,-6151,-12176,-1384,1261,-260,675093,30500,14416,8618,-7679,-1427,-10360,675092,28568,8345,-4592,1948,299,-9228,675092,16305,-27184,16440,671,-3782,1078,675134,8896,28488,11904,-972,380,732,510,0,IMU_label_0_minheok,0.47917185745392643,0.4099456793034566,0.4599631543241087,0.6251182029894808,1.3270101428316343,-0.07178785856499421,1.7774707947341608,0.0,0.0,0.0,-23727.70339388342,-6160.492165897141,-12178.361018392226
6102,675136,-22071,-4327,-12832,-688,3987,-286,675136,29900,12028,9078,638,2669,-5376,675135,26824,8833,-3528,1630,1605,-4700,675135,16321,-25784,12416,-2764,853,-612,675177,8312,30488,8952,-839,-1184,666,510,0,IMU_label_0_minheok,-0.3266074833383861,-0.7178676754612481,0.40510594177075854,0.4624745704330746,1.973017641944663,0.41082937230989935,-1.301389091259992,0.0,0.0,0.0,-22067.083519901553,-4335.273128266164,-12828.480494842657
6103,675179,-21815,-4687,-13128,-1368,2488,690,675179,28574,14288,12618,3659,-257,-218,675178,24232,7793,-800,810,286,684,675178,16801,-30120,11192,-4395,-774,1528,675220,7776,31648,10592,-1205,-838,644,510,0,IMU_label_0_minheok,-0.8009587895318064,-0.16968622828031052,-0.3110593274972043,-0.4826113303484832,0.6523228850380266,0.341081421500491,1.2009411250158704,0.0,0.0,0.0,-21811.71961269373,-4692.610039895885,-13135.344174270123
6104,675222,-21391,-5687,-12168,-1088,5410,284,675222,27742,15648,10508,5797,-512,6082,675221,23024,7209,-904,-1937,-2808,6202,675221,16553,-28680,11744,-5379,-718,1284,675263,10216,28456,9880,2269,-846,210,510,0,IMU_label_0_minheok,0.2814024253592496,0.611063879005364,-0.6859680609856701,-0.2772389404185672,2.3304515525351857,-0.04726234071764074,-1.6658727323234181,0.0,0.0,0.0,-21391.463312702814,-5694.10260190789,-12161.25398104806
6105,675265,-23751,-3663,-11312,-986,5555,-914,675265,32152,15470,12070,7161,-2956,9970,675264,27496,7609,-4208,-1492,2086,11590,675264,16617,-29504,8416,-5959,-1846,3656,675306,8616,29680,10088,72,157,-770,510,0,IMU_label_0_minheok,0.7326129574586434,0.3412512828620291,0.4069905939945203,0.42565769452543295,1.0953409986095872,0.3108003058696985,1.2432039477264751,0.0,0.0,0.0,-23748.000923463584,-3671.3012074167445,-11316.273860032266
6106,675308,-25943,-3191,-10240,200,4026,362,675308,-31720,16446,10534,8117,-1948,15394,675307,30480,10145,-2960,-2977,-332,14874,675307,16281,-28760,7696,-4196,640,2440,675349,8832,30672,10400,4321,-571,-646,510,0,IMU_label_0_minheok,-0.4415599992540878,-0.34228635071345237,0.729122967610409,0.3952777748330761,1.8973154504575238,-0.38257085154300857,-1.9877844803930937,0.0,0.0,0.0,-25946.660888148937,-3199.6170261763205,-10237.081928366182
6107,675351,-26583,-4887,-10200,698,4510,16,675351,-28592,22388,11264,9163,-2042,16528,675350,28328,11321,-1616,-6237,-2936,17574,675350,17489,-30856,7680,-2616,492,5802,675392,9328,27944,10312,4848,3507,-2204,510,0,IMU_label_0_minheok,-0.6790871851517168,-0.46299205852844194,-0.3586436444865701,-0.4425535955923354,1.250372674713384,0.07738020395579334,1.2109870840958379,0.0,0.0,0.0,-26582.241916480634,-4896.279660402689,-10203.079544838274
6108,675394,-26831,-855,-8024,2530,2609,-238,675394,-21612,22470,12982,10310,2602,19586,675393,-32488,13929,-3120,-6514,556,20820,675393,15409,-26736,3336,-402,5688,6306,675435,8216,29728,7712,3246,2059,-4322,510,0,IMU_label_0_minheok,0.530776260345644,-0.14393397716254472,-0.8336851588970845,-0.05028546018888773,-2.9831415511113475,-1.118569217940515,2.7003582433910385,0.0,0.0,0.0,-26839.820847830008,-854.323841362362,-8019.768471047116
6109,675437,-29055,-5631,-5720,3386,4008,630,675437,-29362,24658,10032,7480,5918,22906,675436,-28480,16009,-4008,-5161,-406,21188,675436,14801,-31200,11008,5434,2626,8898,675478,8840,29680,11896,4220,549,-7106,510,0,IMU_label_0_minheok,0.7404345040874126,0.2760669500086257,0.37166094391660165,0.4872493479080122,0.933081977493002,0.28520511945437554,1.308404976228161,0.0,0.0,0.0,-29052.24085694556,-5638.560947700636,-5725.602640778766
6110,675480,-29831,-4463,-7112,2986,4952,366,675480,-17894,24746,6836,3861,-1824,22718,675479,-29040,20201,-1768,-5177,-4080,22494,675479,15081,-24848,5960,4820,8684,9706,675521,8656,30424,7352,2844,3339,-10152,510,0,IMU_label_0_minheok,-0.47783830000013594,-0.0066068154396679655,0.8727612342214985,0.09957277279905855,2.810217527274177,-0.984077592755486,-2.947666929374927,0.0,0.0,0.0,-29839.16660322224,-4464.766378613871,-7106.8661045369545
6111,675523,32321,-3231,-3336,3488,3689,-176,675523,-19906,24492,8174,7120,9754,24976,675522,-27552,21176,1192,-2674,518,23428,675522,15793,30936,8488,9230,4494,13234,675564,4728,31624,7744,2934,929,-11530,510,0,IMU_label_0_minheok,-0.6350867231605407,-0.4306870937535186,-0.26162977178611463,-0.585425779970869,1.0477078140668568,-0.17281436095695504,1.3894649916593202,0.0,0.0,0.0,32319.3136929227,-3239.368768935131,-3340.8260189777843
6112,675566,29905,-4287,-5336,2226,5989,-148,675566,-23328,26312,1958,4208,2004,25036,675565,-23528,17384,4800,-1321,-646,25356,675565,10673,-30520,15200,6009,-310,17262,675607,9000,30880,12992,5736,5375,-12936,510,0,IMU_label_0_minheok,0.3716415825867954,0.3266786518350514,-0.8130099870347377,-0.3068849189996002,2.1959734727813776,-0.41565706396629987,-2.162559612217168,0.0,0.0,0.0,29901.040161682955,-4294.274727428314,-5330.749437594972
6113,675609,30161,-3487,-2680,2532,4951,-832,675609,-13116,25490,4706,5843,-1792,25126,675608,-20984,22120,968,-4494,1846,24852,675608,12169,-27816,9736,4504,5010,18334,675650,2400,30568,8392,5778,6333,-12650,510,0,IMU_label_0_minheok,0.5298850615990448,0.5635957765278631,0.22289017717780482,0.5932129390798706,1.2720710838376674,-0.4472107392150363,1.3507184496557263,0.0,0.0,0.0,30156.75909200949,-3495.450631938073,-2682.6022881250487
6114,675652,26457,-4151,-1024,3030,4074,192,675652,-13284,23250,3862,7450,3048,25804,675651,-20632,21184,2312,-3923,-1782,24660,675651,4545,-32312,14816,5093,-1618,20406,675693,1656,-32112,4840,6696,6557,-14194,510,0,IMU_label_0_minheok,-0.5267089859039426,-0.1401148648822209,0.7615853546332494,0.3506183343968558,1.855231106172407,-0.7810338462766145,-2.17916257176857,0.0,0.0,0.0,26450.095980925107,-4157.684713699695,-1022.0456439451557
6115,675695,24625,-2863,-496,1936,5975,-398,675695,-14806,25982,942,9907,-820,26612,675694,-18832,21184,2656,-6168,4658,25192,675694,6905,-30856,14256,4142,5164,19228,675736,1960,30784,6152,7340,14201,-13084,510,0,IMU_label_0_minheok,-0.6660617473618597,-0.5452270630819805,-0.38891217026306235,-0.3283847167660807,1.4663133363040846,0.16068109991219812,1.0608743391988535,0.0,0.0,0.0,24626.56897152353,-2872.627535523645,-497.00959017517135
6116,675738,24049,-3552,776,1532,7767,-994,675738,-10486,23916,4578,3467,-6238,24690,675737,-16824,22144,920,-5622,4766,25708,675737,6153,-31688,11112,5181,-2742,21494,675779,-8208,31721,-1320,4958,6629,-11702,510,0,IMU_label_0_minheok,0.4339842390182105,0.2333766720475474,-0.7841702529392641,-0.37718698762413155,1.9740248151323334,-0.5288974812124816,-2.2090487703388186,0.0,0.0,0.0,24044.051743154414,-3559.7876689192617,779.3222509261894
6117,675781,22049,-4600,1112,1034,8105,-398,675781,-10488,23822,3426,7723,-3374,22754,675780,-16512,22448,224,-4524,4940,22304,675780,617,-29688,15640,4319,-1866,19298,675822,6704,-31368,6576,6665,-1907,-14782,510,0,IMU_label_0_minheok,0.7343447406287472,0.4695370634828718,0.3840486411554197,0.30459709314675837,1.2922888162500887,0.28172072447515256,0.9994410292290775,0.0,0.0,0.0,22051.726336471802,-4609.057072290206,1109.4102287369356
6118,675824,22433,-3023,-560,-34,7625,-736,675824,-11554,24592,2194,5914,46,19970,675823,-11888,22552,2432,-592,48,19556,675823,-1191,-31224,14592,1737,-6464,16892,675865,-5168,30848,5064,7193,-9519,-11194,510,0,IMU_label_0_minheok,-0.34130423686686934,-0.337184493123053,0.7796470996565981,0.40245302271337025,2.0476302257947694,-0.2638423771831722,-2.1639509220720075,0.0,0.0,0.0,22430.442505311876,-3031.411238785011,-555.6548110231844
6119,675867,25121,-4783,-720,-750,16453,-302,675867,-9506,26066,4702,7952,994,15144,675866,-13616,22216,1120,699,-8566,14140,675866,-6295,-28376,18152,-383,-3558,10522,675908,-6576,30832,5152,4492,293,-4666,510,0,IMU_label_0_minheok,-0.7887383964788954,-0.4027614827228835,-0.3606584492447267,-0.29257548247102677,1.1145254544767318,0.33975283246624866,0.9233811768221516,0.0,0.0,0.0,25124.26810596291,-4791.300216480926,-724.0738524773803
6120,675910,28393,-5088,32,-1668,10364,1278,675910,-10240,30268,3730,9751,-3822,10986,675909,-14720,26080,1768,-2105,-334,9120,675909,-2719,-29688,14024,-2492,6218,4210,675951,-3656,-32471,-520,2757,-2189,-4456,510,0,IMU_label_0_minheok,0.31782361781946084,0.36373932829623445,-0.6815666873974888,-0.5496805432583252,1.7658169086417514,-0.03336130563155457,-2.1337195568175606,0.0,0.0,0.0,28392.67289803615,-5097.615398676972,33.89934115172254
6121,675953,31673,-3352,1656,-1390,10666,18,675953,-5096,-30640,6272,4861,-9194,7094,675952,-12256,29712,6432,458,2690,8042,675952,-1727,-31784,11440,-2064,3426,842,675994,-392,-32648,1936,2536,2191,-2144,510,0,IMU_label_0_minheok,0.7266992047761524,0.5062182683062054,0.3792305749178879,0.2680214574585824,1.361092463510019,0.28360494600060315,0.9368109189488651,0.0,0.0,0.0,31675.744081095807,-3361.208647238284,1654.0400971445047
6122,675996,32009,-5832,856,-1338,10488,490,675996,3604,31986,3020,1090,2364,5504,675995,-9776,29833,-2536,3381,-7584,4652,675995,-1439,-32416,12888,-113,-5342,2746,676717,-6640,32280,424,176,1127,-342,511,0,IMU_label_0_minheok,-0.3173138246763089,-0.3350918210024072,0.6663204797127955,0.5856982384145384,1.6836264273929542,-0.030344677898704105,-2.1825637269142155,0.0,0.0,0.0,32008.70246603091,-5841.739807844716,857.1036307841586
6123,676719,-32319,-4440,2848,-1165,-629,-46,676719,-3944,32724,44,1238,3299,-1078,676718,-10656,30408,2688,-378,3993,-926,676718,-215,-32448,11584,-15,-333,-262,676760,-1264,-31624,544,-542,5828,16,511,0,IMU_label_0_minheok,0.018023239473342122,0.5072650035777778,-0.32481874366615426,0.7980289235029423,-1.0690735023894657,-0.9637436158841424,-2.5862258267407223,0.0,0.0,0.0,-32327.054523906,-4435.095259043195,2845.309545574297
6124,676762,-31775,-3760,4048,-1232,1116,816,676762,-4238,32514,830,1526,1749,-126,676761,-12768,30952,4216,-775,-867,-1010,676761,409,-31968,14400,795,-1265,-212,676803,-4368,30472,4616,-350,3145,-482,511,0,IMU_label_0_minheok,0.18229205071498533,-0.6077843713175115,-0.7600295681553872,0.14043796409033363,-2.688725473865157,-0.10658438702887854,1.767917340259691,0.0,0.0,0.0,-31776.04325788278,-3755.733494047233,4056.7680627374307
6125,676805,-32431,-3976,3616,-1166,572,254,676805,-1368,31618,1886,-193,-3647,-992,676804,-13296,30520,3240,19,-1827,-628,676804,-1551,-30632,14904,177,-2515,-322,676846,-9456,30592,2480,321,-2469,-168,511,0,IMU_label_0_minheok,-0.21955889308869495,-0.41195044451847945,0.014237306916342193,-0.8842443230343432,0.23163289224393332,-0.8253445546062887,2.553054838773823,0.0,0.0,0.0,-32438.2057453752,-3977.527054778553,3609.5257647931517
