Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,qw,qx,qy,qz,roll,pitch,yaw,bgx,bgy,bgz,acc_lin_x,acc_lin_y,acc_lin_z
62,19527,-32391,-4592,5856,-702,3643,-204,19527,-3483,-32627,-1470,444,1358,1150,19526,-8888,31120,7240,786,1194,996,19526,-1423,32608,7296,-934,1177,-1552,19568,-640,30768,9088,701,-910,1392,2,1,0.5613712413538714,-0.4219247370541586,0.4252287461687442,0.5709836767144488,0.04207106820585469,1.2843239876333088,1.6192411036302794,0.0,0.0,0.0,-32381.593003805334,-4592.11654731892,5853.231385989612
63,19570,-32207,-4376,5232,-910,3419,-92,19570,-4351,-32249,-1786,184,922,970,19569,-9328,30392,7288,734,1112,718,19569,-1551,-32472,7176,-1069,-357,-1528,19611,1144,31528,7872,1202,254,1546,2,1,-0.4883697374816061,-0.7186144904366849,0.3963801169178859,-0.2965990838804702,2.2101335002254516,-0.950043670384207,-0.502219535108899,0.0,0.0,0.0,-32214.97713026414,-4380.57742237553,5235.40337793486
64,19613,-31959,-4800,5896,-1258,3043,-120,19613,-4487,32763,-1394,16,1546,450,19612,-8936,31120,6960,-102,1558,444,19612,-855,32568,7296,-766,633,-1584,19654,1048,31592,8272,845,-708,500,2,1,-0.6657487064052793,0.42393431238656487,-0.3517635328989221,-0.5033098207103617,-0.49140291775355677,1.1086842328506044,0.9866276880045687,0.0,0.0,0.0,-31950.221941672553,-4797.9369224876955,5892.145160522066
65,19656,-31911,-4480,5664,-900,2984,186,19656,-4955,-32401,-2044,349,-98,954,19655,-7976,31608,7320,1226,838,782,19655,-63,32688,7120,-520,79,-998,19697,-368,30688,8480,721,-706,720,2,1,0.466799990042977,0.6651957565611825,-0.5274288319621225,0.24785318630984657,2.457921287749271,-0.9651763540239908,-0.9722000467945063,0.0,0.0,0.0,-31919.062530654315,-4483.526244923788,5668.327999585052
66,19699,-31863,-4360,5720,-1218,2707,-168,19699,-4367,-32153,-942,466,1386,526,19698,-9648,30056,7456,1065,-420,72,19698,-1599,-32488,6712,-356,243,-1128,19740,584,31704,8560,577,-420,702,2,1,0.7819874703352462,-0.36451641151259884,0.34312997693497493,0.3713289658850544,-0.5636714526521038,0.9396602775735758,0.5947157316465038,0.0,0.0,0.0,-31855.082525713387,-4356.908293404993,5715.108646866793
67,19742,-32039,-4384,6112,-1254,2318,254,19742,-4717,-32613,-1780,272,746,488,19741,-8920,31336,7456,114,511,-176,19741,-271,32296,6408,-458,1117,-848,19783,2256,32264,7032,322,450,50,2,1,-0.47879601843808817,-0.6758295765552378,0.5562817521678741,-0.0675230952048404,2.3203044270236184,-0.6737989342086087,-1.0746824848749208,0.0,0.0,0.0,-32045.118949349577,-4389.609847937,6117.2209624786565
68,19785,-31839,-4048,6232,-748,2710,264,19785,-5451,-32129,-2384,452,1594,442,19784,-7680,32200,7480,554,1196,458,19784,-519,-32528,6480,436,2613,-912,19826,1072,31032,7576,-267,-299,-308,2,1,-0.7230992045143102,0.21957468513179715,-0.35851788487768355,-0.5480688134740708,0.11615832701645455,0.8620401713465347,1.3505955542382408,0.0,0.0,0.0,-31831.55506522938,-4048.7397782077765,6225.659963826051
69,19828,-32151,-4480,5944,-484,1752,68,19828,-4755,-32517,-1536,-58,344,442,19827,-8584,30608,6768,1508,916,400,19827,-375,32656,6408,186,443,-264,19869,-592,30944,8536,-183,-629,-196,2,1,0.38391504730780385,0.7179094228262333,-0.5777132203691683,0.05884498346194321,2.536234088793753,-0.5563336875773097,-1.1773376908274031,0.0,0.0,0.0,-32156.178659769874,-4484.7389793759,5950.8479151342
70,19871,-32319,-4560,5584,-992,1558,176,19871,-4981,-32163,-1642,398,1298,126,19870,-9344,30344,7056,634,1393,-140,19870,-799,-32672,7248,107,-16,12,19912,368,31088,8112,-26,189,-26,2,1,0.8827885457505746,-0.2703946891131318,0.19140456291598562,0.33306964569882214,-0.421440924529098,0.5445813407090947,0.6022496174964982,0.0,0.0,0.0,-32313.9195665274,-4556.568647586481,5576.345889955899
71,19914,-32599,-4544,5872,-786,1952,298,19914,-4179,-32513,-2368,266,1014,262,19913,-8520,30896,6608,558,959,-328,19913,-279,-32624,7080,114,498,72,19955,168,31264,8488,-292,536,312,2,1,-0.28065105032599535,-0.6175937203057261,0.7337329632446282,-0.03806472432719109,2.8081602662418885,-0.47671501364610946,-1.6605344307389491,0.0,0.0,0.0,-32603.499908083897,-4546.851753879214,5880.2333900230315
72,19957,-32455,-3848,6048,-500,2444,558,19957,-4427,-31759,-1948,560,1481,-186,19956,-9512,30712,6720,-108,1531,-434,19956,-767,-32688,7232,178,483,-12,19998,56,31248,7376,-68,906,372,2,1,-0.8243479960551362,0.22711841429617927,-0.097289527179221,-0.5093155752465399,-0.3039244373346686,0.402533659890497,1.0443977465436347,0.0,0.0,0.0,-32451.158237554708,-3845.299767593388,6039.390703252488
73,20000,-32063,-4072,6424,-556,1808,646,20000,-4625,-32515,-2272,446,711,-320,19999,-8992,31056,7264,168,1651,-404,19999,-407,32544,6680,140,234,266,20041,1560,31672,7664,200,283,-20,2,1,0.27419803864683195,0.6690769723348238,-0.6813919480803491,-0.11338630333846629,2.577347733048621,-0.2238080953926257,-1.5239131661227387,0.0,0.0,0.0,-32065.176530484838,-4077.113581687085,6432.07987509808
74,20043,-32471,-4320,6848,-138,1798,800,20043,-4377,-32313,-2148,946,1089,-332,20042,-8376,31288,6832,392,1025,-438,20042,-71,32576,7360,214,1056,232,20084,-864,31112,7712,-430,696,110,2,1,0.7267742708699267,-0.15803933610996587,-0.0479648301818835,0.6667249076710954,-0.3011732761598643,0.14148993288340572,1.4631605368422975,0.0,0.0,0.0,-32469.617082745255,-4317.120016954213,6838.728343096026
75,20086,-31639,-3872,6488,152,1742,482,20086,-5009,-32389,-2716,820,1665,-146,20085,-10056,30480,6528,1246,1531,-158,20085,-175,32640,7112,538,394,722,20127,-1936,31152,9256,-626,1178,1204,2,1,-0.07767708711441913,-0.5999643702546096,0.7920130676128155,0.08200198346958654,2.9165293768114373,-0.024648495136306816,-1.842216082567828,0.0,0.0,0.0,-31639.24169468956,-3874.187866108476,6497.556422436818
76,20129,-31431,-4528,5680,174,538,662,20129,-4025,-32163,-2002,902,1551,-114,20128,-11368,30440,6496,-298,2675,-990,20128,-1031,-32472,7600,474,370,784,20170,472,32008,8192,-278,2022,1362,2,1,-0.437917017937588,0.46407261746013934,0.5121962597702101,-0.5749089341815388,-1.5260362529481144,0.08510275905862709,1.7582982567079217,0.0,0.0,0.0,-31430.166434059425,-4518.238627253215,5679.562788216615
77,20172,-30647,-4648,4480,-27,-642,580,20172,-4029,-32263,-2172,966,2597,-660,20171,-9376,31248,6960,-1968,4087,-1996,20171,-1695,-32208,8456,662,298,928,20213,-2656,31056,9408,362,518,1320,2,1,0.7241612592961608,-0.015821771880607634,0.09034324679762155,-0.6835043817176454,-0.14783408063178433,0.10943596555217362,-1.5211594175938643,0.0,0.0,0.0,-30645.9289406549,-4646.564158961828,4470.358341604533
78,20215,-28703,-4408,3176,693,-1028,518,20215,-3285,-31741,-1986,368,2247,-2246,20214,-9536,30104,6976,-2270,1593,-3812,20214,-4431,-31592,10824,-73,-126,336,20256,-2808,31960,9320,2546,678,2264,2,1,0.39359336049081617,-0.11547327254590928,-0.8912863489363637,0.1932843348664629,-2.525839025462174,-0.716793245145384,2.6468093376227606,0.0,0.0,0.0,-28709.442679058702,-4403.7297687386545,3182.0355112247184
79,20258,-28007,-4608,1800,739,-3536,848,20258,-1237,-31785,-1194,-1210,209,-6048,20257,-10832,28808,6056,-8452,683,-6344,20257,-7463,-31072,10240,-1343,-867,-1108,20299,-8840,32528,10128,4795,-2534,5076,2,1,-0.8596035936621057,0.055755368307265116,-0.3340881828168764,0.3825677544830879,-0.42794582609494036,0.5606140951587181,-0.9624144723618043,0.0,0.0,0.0,-28001.78574150117,-4604.55318060798,1792.4434578934095
80,20301,-31879,-4295,-736,609,-14390,1452,20301,4927,-30855,-340,-1585,-3901,-13364,20300,-15720,25072,7184,-9977,-477,-8808,20300,-10807,32704,11336,-3691,-1447,-2748,20342,4608,-32392,5120,8401,-308,8472,2,1,-0.37875414075223857,0.31100157685395735,0.8626771177842515,-0.12494603038449252,-2.557066330057507,-0.6135434459897334,2.2595371830407514,0.0,0.0,0.0,-31884.646357571997,-4290.575607928684,-729.3131632896461
81,20344,24041,-3143,-536,-1129,-22696,1866,20344,-5271,-32152,3752,-8973,-5185,-28562,20343,-10576,24544,8200,-16977,-177,-17468,20343,-2511,-32367,-3648,-4784,2169,-6686,20385,5696,27552,2312,4755,-2890,8986,2,1,0.882677052216736,-0.033652639569763956,0.36153198360252237,-0.2984013173100724,-0.3576396258096241,0.6663844490018319,-0.7769552272516137,0.0,0.0,0.0,24047.061960958476,-3140.301483861874,-543.2208742000336
82,20387,19409,-2320,720,-2799,-25826,840,20387,-3053,-26013,-2458,11456,1185,-28006,20386,-5408,26008,12216,-13598,7607,-25042,20386,-687,-29104,4224,-3388,1805,-12348,20428,40,26696,4896,1243,-3314,11546,2,1,0.368652791047155,-0.3800085589203802,-0.8424596079902914,0.09975181053616539,-2.5773529437967513,-0.5767912112190839,2.1225492915693964,0.0,0.0,0.0,19403.652070044816,-2315.604108589901,726.9459461650349
83,20430,21377,-3680,4408,-1971,-27031,-1756,20430,2491,-29751,-1134,3197,-8389,-29964,20429,-16568,26856,10544,-5259,-7095,-23246,20429,6209,30152,6440,-3298,2605,-11264,20471,1912,31480,3840,31,-2270,12050,2,1,-0.8582358914093255,0.12559510702099813,-0.4018150260777176,0.29360127487357335,-0.6103604208869234,0.6635968801292019,-0.8754625167955594,0.0,0.0,0.0,21383.04044909022,-3675.5720301456954,4401.669404294987
84,20473,22585,-4384,4976,-2213,-27227,-630,20473,10519,-29618,6194,6113,-5665,-25760,20472,-8496,22960,11952,-3498,4675,-28198,20472,4497,29856,7296,-27,-373,-10956,20514,6360,31760,6072,1109,-2896,10274,2,1,-0.38658468107169447,0.37178940431997887,0.8328281731885769,-0.13682893385343978,-2.481314199301242,-0.573022388326069,2.100613284768515,0.0,0.0,0.0,22579.683088050217,-4378.9459844604635,4982.508283834228
85,20516,23849,-2391,-2312,-4449,-28637,-1902,20516,9913,-28623,-4032,6961,-5521,-30480,20515,-19112,19256,12016,-2877,-7371,-22094,20515,5481,-31704,6128,-1003,-8995,-13582,20557,5504,28704,5104,3395,-236,11196,2,1,0.867845527854516,-0.12895734737479939,0.4293558035938706,-0.21416754250173656,-0.5983947159839396,0.7614780991817794,-0.7295816832354016,0.0,0.0,0.0,23855.766510749592,-2387.0014535039627,-2317.864839504808
86,20559,25401,-6168,3464,-4003,-12075,-1284,20559,12343,-23521,-714,10293,-6649,-27150,20558,-19360,15600,13200,-4819,-2275,-17626,20558,4185,-28704,7936,-2473,-4793,-13364,20600,12640,31192,4696,-1082,2968,11262,2,1,0.35038006546712575,-0.5180756879741985,-0.7621127947392892,0.16737825231487966,-2.417084729043574,-0.3689422444068586,1.8063343100351203,0.0,0.0,0.0,25397.463437073977,-6161.937832954191,3470.8493238791493
87,20602,29137,-6135,-6056,-4917,-5435,-1828,20602,19243,-28459,-820,7314,2469,-29048,20601,-23192,22072,14800,-8716,6261,-19176,20601,8945,-32184,40,1139,-5695,-11056,20643,11304,31016,6584,-1905,-3258,8470,2,1,-0.8403746034843538,0.06992249244619432,-0.4964801451433607,-0.2058854932894846,0.17304571735135793,1.0416744610224615,0.5799587244468776,0.0,0.0,0.0,29145.46559712337,-6135.852334643189,-6060.876225509889
88,20645,-29783,-7311,-10152,-4233,-125,-640,20645,18723,27745,-4510,8416,13555,-26160,20644,-23448,24416,20104,-2348,11501,-18102,20644,7985,-30936,9200,925,-2063,-9326,20686,12104,31024,6760,-1150,764,6598,2,1,0.004229059952092468,0.9001445874296337,0.22680667297237925,-0.37186095501982536,-2.9225136437687724,0.7360633605382219,0.5784237569202924,0.0,0.0,0.0,-29776.416054375077,-7309.4204668011425,-10144.905839083849
89,20688,-30775,-1239,-11680,-4223,-10847,-898,20688,18125,-31331,-2270,16930,16025,-19646,20687,-22560,20608,17272,-186,11291,-18078,20687,13217,30696,5160,-1952,5643,-7664,20729,9344,32408,5208,578,1680,3224,2,1,0.5077458379279222,-0.3567506419078361,0.20175504435365632,-0.7577717635561998,-0.788399516697885,-0.3424443946818563,-1.8172997582726822,0.0,0.0,0.0,-30778.29298047594,-1232.4487080793276,-11686.512083996518
90,20731,30417,-3999,-13520,-2723,-23153,-930,20731,20455,-23078,3746,14868,16297,-21292,20730,-28448,17456,15984,-1110,9681,-19094,20730,8633,-31840,7264,-4304,463,-3296,20772,9920,28976,4864,-960,1440,3702,2,1,0.13054760136969865,-0.8208099338575217,-0.42878090298414423,0.35408376621010346,-2.5147755887927774,0.48851862752223474,1.1239933269047107,0.0,0.0,0.0,30421.602440391525,-3993.920564726596,-13512.986636757714
91,20774,31105,-2519,-16096,-441,-5905,-700,20774,21811,-23266,5434,5540,7993,-17328,20773,-27520,15448,13448,312,12539,-17480,20773,8705,-30896,3584,-3016,833,-3594,20815,10120,31120,6728,-1048,2582,2986,2,1,-0.44152068156232793,0.3775221407418823,-0.25898814422835525,0.7716616241278016,-0.9007741096707108,-0.361782012211394,-1.9257769893087513,0.0,0.0,0.0,31101.529020053607,-2511.8110382040527,-16101.695744967137
92,20817,-31615,-4559,-15840,-2524,1817,-1482,20817,24263,-24274,6700,6070,8099,-15242,20816,-30616,17432,11880,-874,9399,-14892,20816,6633,-30408,5048,-1592,1679,-3596,20858,10048,26984,4384,-1116,3976,3596,2,1,0.7320165267158278,0.03883984399133216,-0.6430655807242854,0.22160760370836244,-0.9306669773299251,-1.2823383295537747,1.305042237048018,0.0,0.0,0.0,-31624.40147526355,-4556.762577210737,-15841.666309201035
93,20860,-32591,-3487,-15552,-1386,2402,748,20860,24599,-23800,9650,7894,7431,-12058,20859,-30976,17192,12008,-1076,9207,-14884,20859,10721,31952,3976,-248,10591,-3782,20901,11992,28720,6288,-1086,2694,3948,2,1,0.5239714440072678,-0.704237128066,0.4724349539289928,-0.07943052073605857,-2.065206989184582,0.39326802601786565,-0.9450483880013008,0.0,0.0,0.0,-32587.242003397274,-3479.026685578852,-15547.701848897734
94,20903,-30647,-2031,-13656,-446,4936,1280,20903,23699,-22962,10604,6922,2139,-9956,20902,-31056,13288,12216,-882,4489,-12260,20902,10281,-30536,3784,-1770,6379,-3318,20944,9184,31208,7424,369,-682,3130,2,1,-0.4867387722008178,0.13529497936048326,0.6973866367628705,-0.5083625822784943,-1.5818641184705216,-0.5720209917949998,2.1922904034006585,0.0,0.0,0.0,-30652.3086575815,-2022.7549887252947,-13655.908742206579
95,20946,-32239,-3999,-15560,1666,4012,1096,20946,26241,-23090,9274,6594,1213,-7430,20945,-32592,12176,12368,-1348,4207,-9490,20945,10961,-32424,3912,4707,-2143,-2358,20987,11656,29664,7232,1540,990,2706,2,1,-0.5611699435838259,0.447741918622038,-0.6422713430564433,-0.26852000040081697,-2.5326098873856377,1.2916901484261256,-1.4588769780669637,0.0,0.0,0.0,-32229.572847084335,-3997.4545385291426,-15557.783985340922
96,20989,-31855,-5879,-18936,-183,-32563,-658,20989,28181,-21566,8746,6160,2969,-4690,20988,-31728,11616,12408,-1176,2893,-7026,20988,10465,-32384,5104,1343,-975,-1112,21030,11848,30320,5728,1082,2272,2242,2,1,-0.6467591148459358,-0.2509565512950223,0.5696261475103812,-0.44073746017134946,-0.6677109150173767,-1.280062269260956,1.7018045898964356,0.0,0.0,0.0,-31864.39510130155,-5877.259375630375,-18938.207415357374
97,21032,-31847,-4183,-21296,866,8815,-26,21032,26707,-21444,8912,4630,185,-2796,21031,31520,12320,10288,-1344,1421,-3182,21031,10601,-30888,5752,-299,-939,-384,21073,14000,29720,3160,664,3368,1690,2,1,-0.5509189040397383,0.37086101557724144,-0.6810110469952081,-0.30850352051015745,3.084604416449786,1.366419131183588,-2.190648474579815,0.0,0.0,0.0,-31837.397450146538,-4183.113364114013,-21294.01289932012
98,21075,-29367,-4559,-21296,530,2692,316,21075,29117,-21068,9418,1781,-1034,1100,21074,31976,13208,11040,-1799,-664,1252,21074,11385,-31464,6424,-346,2641,-608,21116,14280,30720,5136,116,2274,412,2,1,0.6075791641642705,0.13040522606242103,-0.6628519129059719,0.4176953170026558,-1.3535641047197167,-1.154046301322475,2.1681706347389094,0.0,0.0,0.0,-29375.967292225585,-4555.1236540300515,-21296.855567814207
99,21118,-29327,-5335,-20392,-76,1982,672,21118,28905,-22974,10008,-1197,-2898,4640,21117,30840,14848,12712,-821,-3668,5254,21117,12761,32136,4936,-1394,2468,172,21159,12808,29648,4240,243,-587,-1168,2,1,0.5264504068772234,-0.6231284771975829,0.48581754570180924,0.3139142913161133,-2.186964750954262,1.1260865537088318,-0.6933114612612287,0.0,0.0,0.0,-29318.147188341685,-5331.557058374567,-20389.561914085032
100,21161,-29919,-5127,-21120,-1344,2580,382,21161,27593,-22590,9758,-2271,-4034,8460,21160,31336,14136,10808,1539,-3868,9764,21160,10793,-30608,4208,-1779,-148,486,21202,13136,30232,4712,-785,-1187,-1782,2,1,-0.7351307710754544,-0.4748960846624442,0.41657355332078294,-0.2460140907834048,1.1823143400838434,-1.00868990852392,-0.06374893556733204,0.0,0.0,0.0,-29927.297743245872,-5131.837184263527,-21121.97977009998
101,21204,32145,-4655,-20592,-1016,3876,552,21204,26943,-23600,9830,-3301,-4538,11540,21203,-31688,13680,10672,2823,-5928,12596,21203,11233,32320,6096,-853,-322,1344,21245,12144,29744,5912,-1241,-2383,-2304,2,1,-0.5029246516419092,0.4653706920673929,-0.5673754653993522,-0.4567077785613559,2.564062473314715,1.4787970060917295,-2.296841560214265,0.0,0.0,0.0,32154.765178133508,-4655.491870088977,-20591.245186076623
102,21247,32209,-4535,-18792,-660,11088,750,21247,24275,-23550,7618,-4715,-7244,14228,21246,-30800,14992,13304,3539,-7858,15758,21246,11641,-31848,4200,-544,858,2546,21288,11544,30928,6120,-1179,-1571,-2988,2,1,0.6189001630520864,0.45061946920819423,-0.5102470216897221,0.3918579576854275,1.1367781370565246,-1.395882735202513,0.1452462957104974,0.0,0.0,0.0,32199.342983988066,-4536.548354456431,-18792.717652036157
103,21290,30945,-4079,-17448,168,13684,1274,21290,24503,-24720,6112,-6151,-8608,17504,21289,-29048,16608,14200,3633,-8566,17224,21289,10641,-31912,5552,481,-86,4108,21331,11576,30024,5648,-699,-2197,-4486,2,1,0.4706716894273385,-0.42658319443148135,0.5754817413117421,0.5150880550129785,1.707455136810869,1.3764894744149767,-3.1099593270282875,0.0,0.0,0.0,30954.62210593683,-4080.8758775589936,-17447.742036927782
104,21333,30745,-4271,-13992,606,13808,1588,21333,22601,-25544,4350,-7989,-8440,20880,21332,-26152,18576,14392,3491,-7932,18080,21332,10201,-31048,4296,924,2420,4926,21374,10976,31240,7032,-1633,-279,-5910,2,1,-0.6079847135854131,-0.4280947690972863,0.5423969588367145,-0.39101789698514827,1.1332731766920956,-1.464195890526222,0.10424269755757876,0.0,0.0,0.0,30735.24901693896,-4271.945128787564,-13992.442091778661
105,21376,30425,-4503,-12008,666,14624,1774,21376,19447,-27934,3570,-10619,-7606,22628,21375,-25544,20088,14888,4961,-9166,17496,21375,9689,-32024,6344,726,1748,6696,21417,11608,32016,5944,-1675,-111,-8108,2,1,-0.47563763950569204,0.4226556325844447,-0.5654123972333008,-0.5248236591322729,1.553338879820913,1.3781561236040827,3.0300940738572497,0.0,0.0,0.0,30434.625248424363,-4504.8772061208865,-12008.032774555866
106,21419,30121,-4439,-8144,622,14196,2304,21419,16677,-28624,1668,-8513,-6332,22430,21418,-23456,20768,13456,6435,-7342,15588,21418,10393,32432,5800,440,1966,8016,21460,9424,30416,6416,-2512,521,-8566,2,1,0.6200065736345749,0.4094395489109068,-0.5632945512384582,0.3614558797178595,1.2796357153567222,-1.46568905340865,-0.12480772213004844,0.0,0.0,0.0,30111.247469822,-4439.985550364563,-8144.295346963028
107,21462,28337,-4943,-6360,226,18300,1758,21462,15551,-29533,-200,-8361,-5802,22138,21461,-19056,22328,16016,8035,-5652,15260,21461,8113,-32704,5408,-412,1864,9248,21503,9464,30872,8008,-2369,-1243,-10454,2,1,0.52444066320429,-0.40377927936617425,0.579339607192108,0.4756993839294639,1.5499964742550232,1.4427526666546515,2.895554909921871,0.0,0.0,0.0,28346.726368884654,-4944.25198011674,-6360.026044757868
108,21505,26905,-4583,-4864,-610,19104,900,21505,14793,-29439,-276,-6511,-3962,22732,21504,-21240,21608,15176,10281,-7090,14960,21504,5689,-32392,4432,829,-1462,10288,21546,8808,29024,7008,189,-3183,-12022,2,1,-0.6109008512168647,-0.4665043404706669,0.5304405737004355,-0.35750055675046316,1.56024145625342,-1.378899933924264,-0.3096137316786369,0.0,0.0,0.0,26895.37335774029,-4584.870228148879,-4864.019740749074
109,21548,26257,-4855,-2680,-638,23430,840,21548,12749,-30916,76,-5959,-1358,24762,21547,-19264,21608,16352,9267,-338,16486,21547,5001,-32192,6296,259,-1464,11892,21589,4360,32232,6336,-1338,2305,-11906,2,1,-0.5323898362680825,0.39076208158084846,-0.5815829186532638,-0.47500249111746523,1.4386640361263452,1.432727227876704,2.7600133241526477,0.0,0.0,0.0,26266.713325937555,-4856.337932527715,-2680.1778201467027
