Timestep,IMU1_tick,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_tick,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_tick,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_tick,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz,IMU5_tick,IMU5_ax,IMU5_ay,IMU5_az,IMU5_gx,IMU5_gy,IMU5_gz,move,label,qw,qx,qy,qz,roll,pitch,yaw,bgx,bgy,bgz,acc_lin_x,acc_lin_y,acc_lin_z
2169,262890,21769,-2320,3112,605,-17224,702,262890,8151,-26688,3672,6933,-2333,-22536,262889,-17360,21328,8368,-8380,3127,-19108,262889,4665,-32600,4544,-3407,-6785,-13338,262931,12384,31808,3688,4308,796,14126,36,1,0.1062804843101937,0.6044113743034806,0.527512112310556,-0.5874711232333244,-2.099720421731718,0.9654005729793325,2.0193317416945686,0.0,0.0,0.0,21777.06378218764,-2315.1817771174337,3114.8161195476623
2170,262933,23353,-5864,1472,-7,-15370,14,262933,8945,-27077,-382,6305,-7239,-24628,262932,-17152,23424,10456,-5212,4597,-25248,262932,6097,-31224,5384,-3221,-8967,-13322,262974,14392,28872,1888,5537,-2316,13748,36,1,0.5290024974897082,-0.5830939811024394,-0.10312914271811639,-0.6078833331931267,-1.0246963541715528,-0.9579556361521696,-1.1409816839454168,0.0,0.0,0.0,23344.977989922023,-5859.179684658895,1469.0704439681676
2171,262976,25529,-6352,376,-3557,-20155,-1388,262976,12135,-25360,846,7481,-4005,-24766,262975,-16464,22296,10120,-3635,-2913,-23746,262975,3529,-32296,4152,-2603,-8445,-13384,263017,11608,25809,-2648,7035,-3806,13062,36,1,-0.2409838066561759,-0.6848448150757543,-0.4543032889876509,0.5162585648765139,-2.7643347473728457,1.183870558536966,1.42673901888345,0.0,0.0,0.0,25538.08167844068,-6350.636847142348,379.4402492946327
2172,263019,27969,-5887,-712,-5171,-14667,-494,263019,15877,-27672,2186,8445,-4537,-27094,263018,-19832,20744,11160,-6583,-961,-21852,263018,11433,-31688,3760,-1755,-4381,-13226,263060,10512,32561,-1144,493,-4322,13264,36,1,-0.6409803258373631,0.5767366638194502,0.030924950080419535,0.5055320859830384,-1.1313935272633977,-0.6722683203879145,-0.8990085510967379,0.0,0.0,0.0,27962.892787633664,-5880.056042540692,-715.2640153397764
2173,263062,30465,-5175,-4072,-3147,-9538,1010,263062,19933,-28756,4040,7404,1197,-24206,263061,-25816,21480,11424,-5643,-5395,-16396,263061,9305,31624,3872,-379,-1307,-12514,263103,18712,28617,-3184,-1054,4672,14394,36,1,0.15208332011727427,0.6862705912045538,0.39062759352454746,-0.5944017349966939,-2.339240808243091,1.2072924141673371,1.6040091080284147,0.0,0.0,0.0,30474.1658515476,-5172.493039579197,-4069.576634761662
2174,263105,32113,-3887,-4152,-5443,-6355,-796,263105,20965,-28902,1682,10856,5563,-21970,263104,-25776,19416,12992,-4036,2789,-17834,263104,12121,31976,4736,-125,-49,-12020,263146,16680,32224,4400,-2879,-3044,10324,36,1,0.6852338010179305,-0.5766945879185379,0.3395518903499232,-0.2873717174110577,-1.4653982873668505,0.13429676030164744,-0.9150710934365952,0.0,0.0,0.0,32114.313046070336,-3877.3355810545186,-4153.022399474713
2175,263148,30169,-4535,-5792,-3787,-4891,-502,263148,24057,-24623,-1024,12796,11453,-22790,263147,-29664,18456,18304,-4162,6471,-16546,263147,13505,-29920,5448,-1427,-1333,-11368,263189,16368,26872,3848,260,786,10564,36,1,-0.09649488141748278,-0.6812836341214296,-0.4057998163934414,0.6015545334826871,-2.196273485316161,1.115143008457799,1.691719848807848,0.0,0.0,0.0,30177.806114056857,-4531.501569093802,-5789.473397412591
2176,263191,31241,-3559,-9200,-4319,-17605,-1786,263191,24411,-22456,858,13170,13541,-20528,263190,-25688,16352,17184,-2282,17743,-15944,263190,16097,-31328,5688,-1176,1345,-10350,263232,17352,29000,2416,1744,1508,8394,36,1,-0.4952949345999988,0.6403348919676622,-0.11840039991476937,0.5750091296565366,-1.3761343868239118,-0.6676096176013336,-1.1640399158509551,0.0,0.0,0.0,31234.928599219136,-3551.4442519508407,-9201.489680569204
2177,263234,30273,-4039,-9680,-3701,-9157,-1710,263234,23779,-22776,4492,10516,8585,-20328,263233,-24400,11776,14392,-2250,8649,-17296,263233,13425,32032,1352,638,2709,-8458,263275,15632,25712,2872,2503,-2330,6888,36,1,0.2214091887759397,0.734725223669588,0.34820552818138056,-0.5384326577884926,-2.988757848410319,1.238794949445904,0.994219207891266,0.0,0.0,0.0,30282.2711276418,-4038.513387902758,-9676.840920206965
2178,263277,29105,-2599,-11720,-1947,-4813,-1212,263277,27145,-17838,6984,12444,11479,-19188,263276,-32088,12464,10184,-3854,7443,-18532,263276,15185,-30688,4056,-1896,1665,-7166,263318,17528,26961,-160,502,686,7764,36,1,0.46432631534882657,-0.6321916741987326,0.17027788144639866,-0.5964396055247435,-1.392162963460187,-0.638509560124604,-1.2796067719166888,0.0,0.0,0.0,29099.15524343528,-2591.250712539707,-11721.399195761644
2179,263320,28833,-3607,-12864,105,-1967,-518,263320,29305,-16032,9024,9814,9313,-16382,263319,-31040,9504,11016,-3042,12561,-17096,263319,16681,-30616,4760,1288,4979,-7710,263361,20672,25432,1976,839,-2046,7112,36,1,0.06806195711230353,-0.6256620250853211,-0.6308296597298216,0.45383757090542376,-2.292427880161189,0.5029666037462571,1.8102846515007696,0.0,0.0,0.0,28837.727068754215,-3600.5496174688724,-12858.32393002003
2180,263363,29017,-2975,-13024,-138,484,200,263363,25655,-16508,7884,12960,14561,-14832,263362,-29408,9224,9776,1278,13055,-18766,263362,17265,-27856,3784,740,3917,-7144,263404,19536,26656,968,-489,-4596,5216,36,1,0.24516489702570848,-0.7586013147138128,0.05876206122705882,-0.6008038271692314,-1.913411026536418,-1.0816373567279143,-0.9556395012987987,0.0,0.0,0.0,29008.343391958104,-2970.6598339485704,-13022.451943128477
2181,263406,30857,-4903,-13144,436,5135,-466,263406,28157,-18302,13776,12474,12909,-13124,263405,29864,9776,7784,4738,17117,-18088,263405,19161,-29456,5016,2774,3119,-5876,263447,20328,25529,-984,-5838,3606,3308,36,1,-0.04375470415572775,0.5968109232729355,0.12546482256465008,-0.7913032453018071,-0.7748201824341377,1.2041573870304967,2.4843650167977547,0.0,0.0,0.0,30866.15487541109,-4900.540609729345,-13146.511979284647
2182,263449,-32415,-3015,-16024,68,7211,-514,263449,30545,-15894,13536,15314,14235,-10548,263448,30688,7040,6680,3168,18695,-14726,263448,16265,-28504,3608,3310,1587,-4340,263490,20048,25752,1408,-3573,-1632,714,36,1,-0.18760134181401478,0.7881137638613668,-0.00691761701436686,0.586203529788668,-2.244115062754873,-1.1716539566708397,-0.6360337978265241,0.0,0.0,0.0,-32424.035794668227,-3012.0206155559613,-16021.623433722623
2183,263492,-31247,-4527,-16296,-564,2973,-524,263492,29327,-13430,14198,14550,13513,-8684,263491,30800,7456,4976,2550,14487,-14590,263491,17985,-26680,5384,1598,1941,-2646,263533,17000,21681,-1344,-1225,-2630,744,36,1,0.24521629739688314,-0.5059220453653107,-0.1549386059774442,0.8123459114700523,-0.8489076220579165,0.8420058743486525,2.155934443148364,0.0,0.0,0.0,-31239.68443064754,-4522.098164162739,-16300.315649973802
2184,263535,-27839,-5535,-18336,432,6170,474,263535,31443,-12702,17710,11316,7703,-6712,263534,30000,7352,4488,2702,9657,-12008,263534,17841,-27088,5776,2379,-847,-310,263576,21616,27921,-8,-2539,-918,1304,36,1,0.13120454785268792,-0.8108052507282417,0.33659176909953925,-0.46052816742163266,-2.373685682901643,-0.7187874305174266,-1.0882444538675429,0.0,0.0,0.0,-27845.457410036004,-5529.873253487896,-18330.690695897763
2185,263578,-19783,-6599,-20296,-1034,12556,1158,263578,32213,-14676,18558,6110,4227,-3018,263577,23528,8064,4112,3166,6483,-4764,263577,21169,-31064,4824,3174,739,-818,263619,25344,28640,432,-154,785,-830,36,1,-0.357113868498318,0.4707094596649325,0.24471708940888967,-0.768775543093922,-1.0205106292919466,0.581114827982539,1.9402162389265933,0.0,0.0,0.0,-19777.616579583348,-6592.013166116991,-20300.286411218174
2186,263621,-13983,-5815,-21528,-1674,6038,682,263621,-30589,-15394,16916,-196,788,2302,263620,21768,8904,4248,78,120,2772,263620,20929,-29936,6104,-1464,49,-254,263662,23736,29001,-808,3086,1705,-3784,36,1,-0.03189319674124701,0.8651690535582038,-0.1849551338264378,0.4650343333970843,-2.759522632877869,-0.9155026652285392,-0.6111954694437828,0.0,0.0,0.0,-13990.775388849965,-5812.771860587071,-21522.45481224746
2187,263664,-16343,-6503,-19392,-1965,-1716,680,263664,-32283,-15944,21972,-6669,-8826,7826,263663,22992,8304,3448,-2215,-6944,11054,263663,23513,-30208,1544,-3292,1454,376,263705,20416,28449,-1696,3541,-2581,-4006,36,1,0.39411746893215377,0.3044731447900417,-0.5433532817919505,-0.6758215266992404,1.3447172786830472,-0.016751812690095833,-2.0990267716044873,0.0,0.0,0.0,-16343.1642714806,-6512.555757247349,-19394.19793142134
2188,263707,-23951,-4815,-18496,-1369,-4314,1282,263707,31939,-15400,19900,-13617,-13438,12404,263706,26864,6544,4248,-3745,-16914,16502,263706,18713,-27736,1320,-3813,-3586,3602,263748,17776,26280,432,879,-587,-3392,36,1,-0.21707936324090807,-0.875888536947805,-0.25922601296787934,-0.3442349417173283,2.445579791043176,-0.512637767826824,0.7650712801947042,0.0,0.0,0.0,-23955.809942580403,-4820.479406403089,-18489.441727204096
2189,263750,-31543,-4351,-15920,-981,-2550,460,263750,29071,-13882,15490,-12719,-20282,14196,263749,30160,6032,5944,-4623,-23970,18896,263749,17849,-27360,3352,-1187,-6990,4770,263791,15424,22225,-488,843,-1451,-4426,36,1,-0.49906561750577527,-0.3144071440346839,0.4574417807191644,0.6654537357743306,1.1765962073612737,-0.03814936535728333,-1.8800888270656066,0.0,0.0,0.0,-31543.37402673357,-4360.047931796976,-15923.76369744033
2190,263793,30393,-3751,-13808,-4,4932,736,263793,27613,-15478,12738,-11717,-19716,16808,263792,-31624,6296,6016,965,-21620,18518,263792,16921,-27840,2600,-1341,-7152,4678,263834,17272,27128,448,-2227,-997,-3394,36,1,-0.5607969277830149,-0.596434002274976,-0.4384669167390562,-0.3708369583047667,1.6670357580183695,0.049442398831063016,1.2229541838325528,0.0,0.0,0.0,30393.48466677874,-3760.749341777557,-13807.058821355713
2191,263836,30401,-3591,-12456,494,11454,370,263836,27125,-18082,8182,-8089,-15740,18472,263835,-31240,9704,9608,6519,-12860,18228,263835,15097,-27880,4048,-433,-4318,5042,263877,15856,26000,280,-1881,-165,-3832,36,1,0.4705730628516718,0.326792732008486,-0.5605176525190154,-0.5979861737861492,1.4105609301775321,-0.1371232589723335,-1.9249430978796782,0.0,0.0,0.0,30399.659490312628,-3600.590151788612,-12457.549969893882
2192,263879,30649,-3215,-10088,696,15534,310,263879,28793,-20096,6256,-6455,-12268,21740,263878,-29664,14336,12464,8675,-7058,17174,263878,17409,-29680,4720,2588,3690,5226,263920,17912,28721,-72,-5032,5019,-5184,36,1,0.5601536012340639,0.6092430759046719,0.43312081121328844,0.35701145693194003,1.6887597188172003,0.05023597506265474,1.1913937430333292,0.0,0.0,0.0,30649.492439439455,-3224.726211832712,-10086.847311401038
2193,263922,32033,-3663,-8504,-396,12592,62,263922,26273,-21892,2606,-5641,-8870,22978,263921,-28480,16256,12208,9905,-8896,16038,263921,17977,-29920,6144,2038,2752,7712,263963,17568,27352,3016,-3256,3627,-8164,36,1,-0.411049206712877,-0.3674588524100557,0.5490705869144334,0.6281194408961077,1.443454842142382,0.010226217729578754,-1.9736504583793315,0.0,0.0,0.0,32033.100283190215,-3672.7267371752323,-8505.245355944386
2194,263965,31241,-4007,-4256,652,11472,536,263965,22963,-25904,2340,-7563,-10410,24164,263964,-27736,18088,11448,11519,-7132,15456,263964,16593,-29688,5208,2044,5818,9974,264006,20248,28401,-56,-6060,7595,-10196,36,1,-0.5595830702372078,-0.627310868488985,-0.35242995323606036,-0.4112675404666942,1.6065203795452936,-0.1218588940218947,1.1413229321859513,0.0,0.0,0.0,31239.80792789322,-4016.7277170947004,-4255.652338612708
2195,264008,30121,-4375,-2544,3652,30258,1498,264008,22393,-27862,544,-7827,-9892,24290,264007,-26144,19824,12464,12817,-6472,14710,264007,17033,-30904,5976,1456,3956,13104,264049,18008,29816,5928,-5906,3319,-13980,36,1,0.4428997293527815,0.3214815615063048,-0.5744586027225154,-0.6086762268306494,1.4361663941447955,-0.11777080903024192,-1.9864366452480888,0.0,0.0,0.0,30119.847730867292,-4384.650594647734,-2545.307166023671
2196,264051,28561,-2871,-3248,1764,20754,0,264051,20689,-27102,1546,-7085,-8030,25674,264050,-26072,19952,11808,12947,-6382,14904,264050,14833,-30408,4616,-448,3744,15012,264092,16712,27960,3208,-4750,13,-15740,36,1,0.5472884587562129,0.6455347665113063,0.3869971030030765,0.3660511581796573,1.7043163893270556,-0.049019030425216416,1.1229783546182013,0.0,0.0,0.0,28560.519480016712,-2880.707690412385,-3246.696070697681
2197,264094,28377,-4303,-1848,766,16540,382,264094,17947,-27817,-506,-7671,-964,28164,264093,-22416,20824,13168,7607,-724,20374,264093,13201,-30304,5104,-60,708,17238,264135,12808,31376,6944,-6391,-613,-16886,36,1,-0.4214666544789666,-0.32742024716075024,0.5509245034065585,0.6415949130547541,1.3910993698319731,-0.044264738352532196,-2.0161151230271446,0.0,0.0,0.0,28376.566052946295,-4312.639291182929,-1849.7510395962952
2198,264137,27569,-4288,1064,124,13680,384,264137,16173,-29217,-126,-6450,3932,29558,264136,-21936,21496,14144,5938,2008,26038,264136,9353,32680,2992,1454,1118,18964,264178,11528,28304,3752,-4482,1841,-17668,36,1,-0.5687846526187905,-0.6320523073106632,-0.4022473570988982,-0.3393979426507185,1.693741926678619,0.02855362089800662,1.1082882450613665,0.0,0.0,0.0,27569.279977318078,-4297.728659232319,1065.2021590848456
2199,264180,25409,-4576,3520,524,14066,82,264180,10011,-29406,2086,-4230,11940,26550,264179,-17352,21144,11880,5468,8084,25140,264179,12225,-29312,1496,1586,38,19402,264221,10488,28256,2328,-1970,3033,-18750,36,1,0.4234164750656184,0.31114163078509544,-0.5801763484440338,-0.6223381548174154,1.4364936878528267,-0.10423045588282244,-2.037855471481413,0.0,0.0,0.0,25407.979698168514,-4585.665598417297,3518.6940231124877
2200,264223,23665,-4152,3784,-278,12448,208,264223,7581,-26658,1392,-3058,13996,28366,264222,-13800,23552,7216,6802,8672,25512,264222,4241,-31336,4424,6441,-5408,20152,264264,3400,30000,4216,-4562,1867,-17372,36,1,0.6006725127572622,0.605432117381077,0.4272753171787064,0.3001337818226702,1.6703072284137712,0.15045075902596278,1.092906641163067,0.0,0.0,0.0,23666.469858112065,-4161.647903638583,3784.9632532032274
2201,264266,22329,-2896,4640,-746,10624,12,264266,4749,-24646,2608,-3698,9340,25128,264265,-13944,21440,5168,6504,7648,24390,264265,3121,-30968,3104,4252,2510,17412,264307,3136,30584,3784,-6654,2531,-16586,36,1,-0.37849900825992083,-0.3352900853451133,0.5814777283216478,0.6373403414828054,1.4716976936558868,-0.012790040717895237,-2.08137028867513,0.0,0.0,0.0,22328.874575966845,-2905.757737935004,4639.029843607356
2202,264309,21377,-1960,4456,-552,10737,-472,264309,6085,-27214,1914,-6148,10990,23612,264308,-12584,24048,7312,6214,3836,22626,264308,-559,-30632,5760,6019,-1492,14994,264350,-584,29376,7224,-8669,-7149,-13846,36,1,-0.5728889992319637,-0.6450639194053147,-0.4196120251068602,-0.28216392899549086,1.7575123544692928,0.11702158681830696,1.0564299515728213,0.0,0.0,0.0,21378.144972344926,-1969.5702979844104,4457.807987566729
2203,264352,22297,-2584,4536,-1576,8201,-720,264352,4957,-27750,5030,-4526,5564,20230,264351,-12472,20664,4016,7460,1470,17656,264351,-79,32520,4672,5399,-5566,13966,264393,-176,32040,9184,-8351,-3465,-11244,36,1,0.25817304908178357,0.4121035363372728,-0.5678380726975133,-0.6641364884278701,1.5548093899414503,0.2570049509193201,-2.147105157209204,0.0,0.0,0.0,22299.49270350439,-2593.483344561101,4535.848377451784
2204,264395,25905,-4048,4352,-1470,8199,-1282,264395,3329,-29168,998,-1656,3498,15240,264394,-14856,22536,7168,7560,2094,14648,264394,-1511,32592,6888,6851,-6322,8678,264436,-7056,29296,1968,-6291,-247,-5380,36,1,0.5263024784913903,0.6922921795915403,0.4229239148525792,0.25470100403410745,1.8940237148468788,0.09264927436879912,1.0300999590697437,0.0,0.0,0.0,25905.90727970752,-4057.2589336070982,4355.101511923911
2205,264438,29553,-3712,2544,-1846,8013,-382,264438,5481,-29716,3232,-3275,-5986,13962,264437,-18232,24576,4784,6951,-6170,10804,264437,-1735,32592,7440,5073,-11988,8676,264479,-4528,30872,12584,-4641,-1863,-4756,36,1,-0.23820521674584413,-0.37714578971944973,0.49242622786232854,0.7473524858627527,1.3241451917650635,0.33537647589210373,-2.262122383131364,0.0,0.0,0.0,29556.227610683167,-3720.980029036603,2541.739028526897
2206,264481,-31975,-4040,4536,-1268,6880,236,264481,3253,-30554,2198,691,-3262,10380,264480,-17472,25800,5640,3172,3884,8224,264480,-8135,-29832,10528,5875,-14632,7368,264522,-2664,30728,9392,-4686,679,-2766,36,1,-0.5808543475814114,-0.6801225910826592,-0.3497211399820363,-0.2788128624085475,1.7414283497574603,0.027023525344805566,0.9271250300616768,0.0,0.0,0.0,-31974.73502199888,-4049.6607057872193,4537.664612439641
2207,264524,-29487,-3464,5616,-1092,3675,-168,264524,10487,-31837,-1482,-1023,-1524,9312,264523,-14424,27192,7928,-510,10552,7264,264523,-9103,-31648,13736,3521,-6754,4288,264565,40,30592,9960,-3146,2743,-3016,36,1,0.1139956236079871,0.4297372001661187,-0.515633441711732,-0.7324295804922992,1.4554135206489698,0.5374469706036324,-2.351667604190615,0.0,0.0,0.0,-29481.979538851283,-3472.368080061711,5615.030159725763
2208,264567,-31127,-2728,3488,2890,2596,158,264567,6435,32182,1716,-1894,7816,4374,264566,-9072,30832,6768,22,10200,8270,264566,-9175,-31232,14976,1979,-2368,842,264608,-7288,30336,11504,-2222,3333,-104,36,1,0.057534803752167,0.5636914914588453,-0.4988750387820874,0.6557936752472328,-1.7931141931951804,-0.9218747535089727,-2.204583763830584,0.0,0.0,0.0,-31134.813310944213,-2722.21942669768,3489.3067243810583
2209,264610,-27399,-5216,3824,2412,1074,430,264610,1681,30766,926,-1614,8913,-364,264609,-11704,30960,4248,-984,7242,2988,264609,-7191,-31440,13592,542,4469,-2630,264651,-1192,31064,11136,1458,1648,990,36,1,-0.41093983092583836,-0.27034222312853534,0.5047857989544893,0.7093904671804115,1.2192162335804828,-0.03132191103023166,-2.113368350581386,0.0,0.0,0.0,-27399.307112796934,-5225.202258731196,3820.624425945623
2210,264653,32521,-8432,5280,-1578,2396,6,264653,-333,31841,-2694,-470,2395,-2648,264652,-10976,31624,6752,89,-1241,-2430,264652,1297,32096,10776,-1264,7675,-4152,265234,488,31368,8856,-416,265,-592,37,1,-0.5857161465787815,-0.37455703186223815,-0.7147828679229133,0.0756906681391354,2.3117540403192995,1.1062405519037812,1.6451624903059268,0.0,0.0,0.0,32529.76734788266,-8435.24171973389,5282.965678420508
2211,265236,32081,-3824,7672,-664,1332,202,265236,-225,-32325,-1716,973,-78,310,265235,-10888,31552,6848,153,-1433,-2564,265235,-239,-32264,9552,-320,56,222,265277,1440,31664,8456,-865,-1291,-686,37,1,0.4182052411085991,0.07058646432899324,-0.548894587746814,-0.720303171522301,1.1429983503738488,-0.36549739477224774,-2.3261215538274107,0.0,0.0,0.0,32077.494967187642,-3832.3334978165803,7668.2002706217645
2212,265279,-32239,-3600,8224,302,952,348,265279,1705,32525,-2444,525,-754,416,265278,-10560,30736,6392,1438,1706,1628,265278,-855,32440,7016,-460,1476,332,265320,192,31232,7952,-1009,-1169,-888,37,1,0.7471247290835064,0.5912016954190477,0.09520891093417774,0.28847956219508647,1.2780384001130718,-0.20016735693523818,0.5880162113492297,0.0,0.0,0.0,-32240.94988906149,-3609.2019176609324,8221.22636912481
2213,265322,-32751,-4080,7568,-154,932,344,265322,-323,-32689,-1218,466,2028,1054,265321,-9984,30568,5632,1524,2792,2524,265321,-1487,-32688,8928,-228,1549,-48,265363,872,31688,8248,-1475,-543,-538,37,1,-0.0219879915094905,-0.28907495809811695,0.4533788522129439,0.8428521894116573,1.0734733907345464,0.4862989812501856,-2.7963556969820327,0.0,0.0,0.0,-32746.416792083717,-4087.619522588748,7563.863882866964
2214,265365,-32351,-4608,7448,-356,734,352,265365,319,32699,-2584,268,802,1324,265364,-9912,31400,5952,1052,3000,2586,265364,385,32664,7968,-142,2236,288,265406,-672,30656,8800,-913,-651,-1050,37,1,-0.8215883846720854,-0.5370199874794227,-0.18913352446695544,0.02881959649650952,1.1872577346245599,0.34876052185466555,0.16652918678983586,0.0,0.0,0.0,-32347.648741992543,-4616.546664780747,7444.5512357118105
2215,265408,-32023,-4080,6744,-290,710,50,265408,55,32609,-1424,512,2494,1876,265407,-10384,30408,5888,856,1968,2198,265407,-1151,-32488,8840,-180,338,570,265449,-784,31488,9584,-376,547,-90,37,1,-0.135540972980728,0.19952308261904492,-0.7531759307288542,-0.6120009816302223,1.8127538218400583,0.464962230346304,-2.990375080949834,0.0,0.0,0.0,-32018.602805603285,-4088.5102276628295,6746.100259695085
2216,265451,-32343,-4464,6048,-746,1228,582,265451,-299,32677,-1364,678,996,1242,265450,-10392,30872,5480,834,1120,1466,265450,-1375,-32448,8984,6,228,242,265492,-2328,31000,9112,-13,-272,718,37,1,0.9117575197911216,0.2795411178541782,0.06351542746091689,-0.2941441466486047,0.5145065460243858,0.2840775629597793,-0.5489344210611402,0.0,0.0,0.0,-32340.251469567884,-4468.632485432297,6039.805120903528
2217,265494,-32143,-4464,5904,-800,1664,216,265494,51,32565,-1146,204,1302,860,265493,-11568,30560,5336,-106,554,212,265493,-1631,-32488,9528,-284,43,-136,265535,-536,31176,9432,522,690,1660,37,1,0.14646229659874427,-0.10650880152881625,0.9123609362175941,0.36715418142256273,2.392926722692765,0.3527323931228732,-3.048965087560071,0.0,0.0,0.0,-32139.612162723577,-4470.264048858972,5910.7420052435
2218,265537,-32079,-3904,6392,-430,2388,300,265537,551,-32749,-1086,736,1584,220,265536,-10688,30296,5984,-402,1303,-430,265536,-1943,-32408,9752,-374,675,-764,265578,-2920,30456,8072,946,5006,3822,37,1,-0.9481354471568715,-0.2765452380179698,0.1287592985310577,0.08934734588119314,0.5920927301866492,-0.19599781672369126,-0.2478700096446202,0.0,0.0,0.0,-32080.909799428824,-3909.368290530347,6384.018489670122
2219,265580,-31487,-3856,6840,246,2010,452,265580,133,-32757,-2236,402,1933,-502,265579,-12408,29952,5688,-1154,229,-1796,265579,-1503,-32192,9096,-242,1521,-1334,265621,-1816,31312,9160,2472,3856,5284,37,1,-0.1569269000459741,-0.1840351007371377,-0.8404900934308969,-0.4848519697630965,2.0741252980151264,0.08543534455898036,2.6599658436305536,0.0,0.0,0.0,-31486.163184359717,-3864.559113401762,6844.712929193448
2220,265623,-31407,-4672,5960,-262,1161,-40,265623,1403,-32523,-1504,678,1281,-1078,265622,-12296,29960,6376,-2262,1231,-3296,265622,-2239,-32120,10152,-12,2537,-1884,265664,-560,31264,9376,3644,3436,5526,37,1,0.746829528887674,0.5181704820349747,-0.12264781927447362,-0.39837484704267256,1.1098423699432756,0.23172642696441453,-0.8360086104110854,0.0,0.0,0.0,-31404.747822934,-4680.548355271364,5955.7545665898015
2221,265666,-31855,-3640,5816,16,964,444,265666,2183,-32605,-1154,496,2641,-2292,265665,-10680,29520,6632,-3590,1251,-5210,265665,-3079,-32336,10120,-1298,3109,-2614,265707,-840,31024,7600,4052,2874,5548,37,1,0.33907163027833875,0.3689367673179604,0.4419965934641531,0.7440128376765061,1.2153235681430108,-0.2519061192443187,2.1107033835193,0.0,0.0,0.0,-31857.44431115375,-3648.9034012626917,5812.694675029342
2222,265709,-31807,-3256,6152,171,-964,654,265709,1977,-32585,-2010,812,817,-3818,265708,-12760,28848,5632,-3923,-791,-6816,265708,-1439,-32232,10184,-3178,2157,-2704,265750,1752,31128,6840,3178,4726,5776,37,1,-0.07589566119563658,0.9319056523644075,-0.33574244007526405,-0.11431849209665484,-3.0744701022985224,0.2671990158284016,-0.6825736614537034,0.0,0.0,0.0,-31804.410741503263,-3255.3655876848043,6161.43735374318
2223,265752,-32751,-3608,5704,-471,-1362,1002,265752,3273,-31025,-734,717,-1441,-4954,265751,-9472,30040,6576,-4855,-253,-6738,265751,-4231,-32184,9936,-4300,663,-3176,265793,-2360,31096,9200,3296,4670,6820,37,1,0.05039776078997835,-0.2065751964396575,-0.46080046335092406,-0.8616552018637424,1.0060100607175502,-0.4141804464376314,3.028259023442122,0.0,0.0,0.0,-32754.946586345322,-3615.5832900175847,5699.194945062685
2224,265795,-31911,-3400,5432,867,-1978,1246,265795,4855,32570,300,-1031,-859,-7888,265794,-15280,26744,6400,-5226,347,-4754,265794,-5791,-31992,7952,-6697,-187,-3008,265836,2896,32104,5960,4528,7158,8952,37,1,0.13877886225924316,-0.9038768075242627,-0.2546470027047911,0.31448696033896706,-2.647820063506347,0.521101451304984,0.6834051319857294,0.0,0.0,0.0,-31906.11789956386,-3395.969032281823,5439.489110682112
2225,265838,30761,-3968,3960,-1579,-5633,-14,265838,557,-31109,-2646,1766,937,-11274,265837,-14696,27144,8736,-7838,5559,-6396,265837,4009,32264,6296,-5274,5457,-5614,265879,4552,30672,4896,6681,-1352,6978,37,1,-0.4859631612141494,0.2504789278291045,-0.22499344711627872,0.806522201437175,-0.665006681144266,-0.18643471687026097,-1.9924750756082417,0.0,0.0,0.0,30759.182272905073,-3962.053527089128,3952.4167479040234
2226,265881,30593,-4296,4736,-193,-5388,1900,265881,79,-31327,-912,1879,-4903,-9502,265880,-10496,28112,6856,-6920,3539,-10410,265880,937,-32344,6064,-4790,2947,-5948,265922,2272,31560,6240,5679,-3156,9268,37,1,-0.48010411673625597,0.70608083418738,0.3435700761090813,-0.3910364375458549,-1.8123029994145927,0.22418091914017693,1.081666771457757,0.0,0.0,0.0,30595.180095298634,-4286.716226184761,4738.286725269649
2227,265924,31073,-3344,4576,-5,-7302,1608,265924,8871,-28752,684,1457,-6799,-10368,265923,-13872,26792,9048,-6016,989,-11014,265923,-5191,32176,7784,-3834,907,-10044,265965,232,29280,6928,4977,-1774,12908,37,1,0.4136413366120291,-0.2982067748020484,0.3218473907487552,-0.797739193706936,-0.8906149548681951,-0.211087816423686,-2.083852326212618,0.0,0.0,0.0,31070.94527446243,-3336.5449664902662,4569.9691656832165
2228,265967,24785,-2672,2752,99,-12513,-520,265967,3393,-27183,-550,3296,6395,-20844,265966,-15240,23216,5752,-8848,2409,-11066,265966,2729,-30104,5448,-5408,5759,-14712,266008,3296,32520,5120,4777,-5090,14346,37,1,0.29408854454116595,-0.8094748701349129,-0.42937555211122863,0.27184370112051925,-2.3343553033053066,0.18866976000776675,1.0561698541957298,0.0,0.0,0.0,24786.839261007837,-2665.0415870387874,2758.6609302825336
2229,266010,22745,-4232,1944,49,-13838,750,266010,10829,-30294,2026,4898,2613,-20044,266009,-16616,21544,9744,-4340,153,-19106,266009,4113,-32640,6432,-4594,1567,-13482,266051,9072,30400,2088,4386,492,15804,37,1,-0.43845985264909865,0.24339876432128188,-0.25197846718391337,0.8276574479924949,-0.6961224565514249,-0.18295568279439361,-2.1007066156937317,0.0,0.0,0.0,22743.215810293634,-4225.816467024349,1936.6006100756058
